grant_id,project_title,faculty_name,institution,award_amount,start_date,abstract
7415084,Chemical Ecology of Insects,Unknown Faculty,Cornell Univ - State: AWDS MADE PRIOR MAY 2010,92300.0,09/01/1974,Research project focused on Chemical Ecology of Insects at Cornell Univ - State: AWDS MADE PRIOR MAY 2010.
7415089,Tantalus I--Synchrotron Radiation Source,Unknown Faculty,University of Wisconsin-Madison,350600.0,09/01/1974,Research project focused on Tantalus I--Synchrotron Radiation Source at University of Wisconsin-Madison.
7415091,"Theory of Machines, Grammars, and Computations",Unknown Faculty,University of California-Los Angeles,99400.0,12/01/1974,"Research project focused on Theory of Machines, Grammars, and Computations at University of California-Los Angeles."
7415092,Surface Alterations of Neoplastic Cells,Unknown Faculty,Case Western Reserve University,85000.0,07/01/1975,Research project focused on Surface Alterations of Neoplastic Cells at Case Western Reserve University.
7415101,Wear Friction of Composite Sputtered Coatings on Metal      Surfaces,Unknown Faculty,University of Illinois at Urbana-Champaign,97900.0,06/15/1974,Research project focused on Wear Friction of Composite Sputtered Coatings on Metal      Surfaces at University of Illinois at Urbana-Champaign.
7415114,Instructional Scientific Equipment Program,John C Weston,Muhlenberg College,9800.0,06/15/1974,Research project focused on Instructional Scientific Equipment Program at Muhlenberg College.
7415138,Paleo-Indian Research in the Big Horn Basin of Wyoming,George C Frison,University of Wyoming,58500.0,09/01/1974,Research project focused on Paleo-Indian Research in the Big Horn Basin of Wyoming at University of Wyoming.
7415140,Discrete Geometry and Approximation Theory,Manmohan S Arora,University of Wisconsin-Madison,25800.0,07/01/1974,Research project focused on Discrete Geometry and Approximation Theory at University of Wisconsin-Madison.
7415149,Conference on the Application of Mathematics to   Ecosystems,William J Jameson,Society For Industrial and Applied Math (SIAM),,05/15/1974,Research project focused on Conference on the Application of Mathematics to   Ecosystems at Society For Industrial and Applied Math (SIAM).
7415152,Minority Institutions Science Improvement Program-Individual Institutional Project,DATA NOT AVAILABLE,Friendship College (CLOSED),80040.0,07/01/1974,Research project focused on Minority Institutions Science Improvement Program-Individual Institutional Project at Friendship College (CLOSED).
7415175,Instructional Scientific Equipment Program,Steve C Hansen,Rockhurst University,18700.0,06/15/1974,Research project focused on Instructional Scientific Equipment Program at Rockhurst University.
7415217,Neural Control of Behavioral Responsiveness,David J Prior,University of Kentucky,80500.0,09/01/1974,Research project focused on Neural Control of Behavioral Responsiveness at University of Kentucky.
7415218,Network Analyses of Reaction Systems,George F Oster,University of California-Berkeley,35800.0,02/01/1975,Research project focused on Network Analyses of Reaction Systems at University of California-Berkeley.
7415221,Purchase of a Computer Facility For Biochemical Research,Paul K Warme,Pennsylvania State Univ University Park,7000.0,06/01/1975,Research project focused on Purchase of a Computer Facility For Biochemical Research at Pennsylvania State Univ University Park.
7415224,Theoretical Investigation of the Electronic Structures and  Chemical Bonding of Small Metal and Alloy Aggregates,Unknown Faculty,Massachusetts Institute of Technology,142300.0,12/01/1974,Research project focused on Theoretical Investigation of the Electronic Structures and  Chemical Bonding of Small Metal and Alloy Aggregates at Massachusetts Institute of Technology.
7415227,Phylogeny and the Evolution of Ribosomal Rnas,Unknown Faculty,University of Illinois at Urbana-Champaign,50000.0,01/01/1975,Research project focused on Phylogeny and the Evolution of Ribosomal Rnas at University of Illinois at Urbana-Champaign.
7415233,Computing Simulation of Plasmas,John M Dawson,University of California-Los Angeles,166700.0,12/01/1974,Research project focused on Computing Simulation of Plasmas at University of California-Los Angeles.
7415238,Product Quality in Markets With Imperfectly Informed Buyers,Unknown Faculty,University of California-San Diego,72500.0,09/01/1974,Research project focused on Product Quality in Markets With Imperfectly Informed Buyers at University of California-San Diego.
7415243,Laser Induced Chemical Reactions,DATA NOT AVAILABLE,University of Illinois at Chicago,84900.0,01/01/1975,Research project focused on Laser Induced Chemical Reactions at University of Illinois at Chicago.
7415244,Characterization of Oil Shale and Shale Oil,Unknown Faculty,University of Massachusetts Amherst,239500.0,02/01/1975,Research project focused on Characterization of Oil Shale and Shale Oil at University of Massachusetts Amherst.
7415245,Microtubules and Microfilaments in Plant Cell Motility and  Morphogenesis,Peter K Hepler,Stanford University,188300.0,09/01/1974,Research project focused on Microtubules and Microfilaments in Plant Cell Motility and  Morphogenesis at Stanford University.
7415246,General Relativity,Unknown Faculty,Syracuse University,250800.0,06/01/1974,Research project focused on General Relativity at Syracuse University.
7415253,Flame Spread Over Liquid Fuel,Unknown Faculty,Cornell University,74700.0,08/01/1974,Research project focused on Flame Spread Over Liquid Fuel at Cornell University.
7415254,Psychological Determinants of Contraceptive Behavior,Donn E Byrne,Purdue University,71000.0,09/01/1974,Research project focused on Psychological Determinants of Contraceptive Behavior at Purdue University.
7415255,Code Optimization,Jeffrey D Ullman,Princeton University,190900.0,02/01/1975,Research project focused on Code Optimization at Princeton University.
7415256,The Optimal Planning of Computerized Manufacturing Systems,Moshe M Barash,Purdue University,969300.0,05/01/1975,Research project focused on The Optimal Planning of Computerized Manufacturing Systems at Purdue University.
7415263,Torsional Stereoisomerism in Amides and Sulfenamides,Morton Raban,Wayne State University,80400.0,03/15/1974,Research project focused on Torsional Stereoisomerism in Amides and Sulfenamides at Wayne State University.
7415267,Mission Analysis of Photovoltaic Solar Energy Systems,A. B Greenberg,Aerospace Corporation,233900.0,05/15/1974,Research project focused on Mission Analysis of Photovoltaic Solar Energy Systems at Aerospace Corporation.
7415272,Diagnostics of Non-Steady Axial-Flow and Cross-Flow Arcs    With Imposed Convective and Magnetic Fields,Unknown Faculty,SUNY at Buffalo,134300.0,10/15/1974,Research project focused on Diagnostics of Non-Steady Axial-Flow and Cross-Flow Arcs    With Imposed Convective and Magnetic Fields at SUNY at Buffalo.
7415276,Remote Detection of Stack Pollutants By Means of            Concentration Modulation,Unknown Faculty,University of Colorado at Boulder,80300.0,09/01/1974,Research project focused on Remote Detection of Stack Pollutants By Means of            Concentration Modulation at University of Colorado at Boulder.
7415285,Various Research Tasks Related to Energy Information and    Data Activities,Robert Kohn,Battelle Memorial Institute,180000.0,03/15/1974,Research project focused on Various Research Tasks Related to Energy Information and    Data Activities at Battelle Memorial Institute.
7415291,Travel To- Participate in the Second              InternatioNal Conference on Solid Surfaces,Thor N Rhodin,Travel Award,,03/25/1974,Research project focused on Travel To- Participate in the Second              InternatioNal Conference on Solid Surfaces at Travel Award.
7415316,Instructional Scientific Equipment Program,L. Claron Hoskins,University of Alaska Fairbanks Campus,2200.0,06/15/1974,Research project focused on Instructional Scientific Equipment Program at University of Alaska Fairbanks Campus.
7415318,Instructional Scientific Equipment Program,Henry F Hrubecky,Tulane University,14000.0,06/15/1974,Research project focused on Instructional Scientific Equipment Program at Tulane University.
7415331,New Algorithms For Statistical Computation,William J Hemmerle,University of Rhode Island,121500.0,09/01/1974,Research project focused on New Algorithms For Statistical Computation at University of Rhode Island.
7415332,Current Velocity and Sediment Complexity in the Structure   And Function of Woodland Stream Communities,Seth R Reice,University of North Carolina at Chapel Hill,32200.0,11/01/1974,Research project focused on Current Velocity and Sediment Complexity in the Structure   And Function of Woodland Stream Communities at University of North Carolina at Chapel Hill.
7415343,Instructional Scientific Equipment Program,James M Duclos,Worcester Polytechnic Institute,17300.0,06/15/1974,Research project focused on Instructional Scientific Equipment Program at Worcester Polytechnic Institute.
7415358,Instructional Scientific Equipment Program,Floyd R Morris,Carl Albert State College,5700.0,06/15/1974,Research project focused on Instructional Scientific Equipment Program at Carl Albert State College.
7415375,"Special Foreign Currency Award (22,160 Egyptian Pounds) For Study of Metabolic Reactions in Fungi.",Ahmed Naguib,National Research Center,39888.0,03/15/1975,"Research project focused on Special Foreign Currency Award (22,160 Egyptian Pounds) For Study of Metabolic Reactions in Fungi. at National Research Center."
7415377,Study of Angular Sizes of Cosmic X-Ray Sources Using a      Balloon-Borne Modulating Collimator,Unknown Faculty,University of California-San Diego,14400.0,01/01/1975,Research project focused on Study of Angular Sizes of Cosmic X-Ray Sources Using a      Balloon-Borne Modulating Collimator at University of California-San Diego.
7415380,Instructional Scientific Equipment Program,Unknown Faculty,DOANE UNIVERSITY,1100.0,06/15/1974,Research project focused on Instructional Scientific Equipment Program at DOANE UNIVERSITY.
7415404,Instructional Scientific Equipment Program,DATA NOT AVAILABLE,Sierra Community College,11600.0,06/15/1974,Research project focused on Instructional Scientific Equipment Program at Sierra Community College.
